provider,region,country,family,architecture,processor,vCPU,ram(GB),price($/h),N-price($/h),daily_price,N-daily_price,weekly_price,N-weekly_price,monthly_price,N-monthly_price
aws,eu-south-2,Spain,r8g,ARM,AWS Graviton4,16,128,1.05424,0.58569,25.3018,14.0566,177.112,98.396,769.6,427.56
aws,eu-south-2,Spain,r8g,ARM,AWS Graviton4,32,256,2.10848,1.17138,50.6035,28.1131,354.225,196.792,1539.19,855.11
aws,eu-south-2,Spain,r8g,ARM,AWS Graviton4,48,384,3.16272,1.75707,75.9053,42.1696,531.337,295.187,2308.79,1282.66
aws,eu-south-2,Spain,r8g,ARM,AWS Graviton4,64,512,4.21696,2.34276,101.207,56.2261,708.449,393.583,3078.38,1710.21
aws,eu-south-2,Spain,r8g,ARM,AWS Graviton4,96,768,6.32544,3.51413,151.8106,84.3392,1062.674,590.374,4617.57,2565.32
aws,eu-south-2,Spain,r8g,ARM,AWS Graviton4,192,1536,12.65088,7.02827,303.6211,168.6784,2125.348,1180.749,9235.14,5130.63
aws,eu-south-2,Spain,r8i,x86(Intel),Intel Xeon 6 6985P-C,2,16,0.15545,0.10814,3.7308,2.5953,26.116,18.168,113.48,78.94
aws,eu-south-2,Spain,r8i,x86(Intel),Intel Xeon 6 6985P-C,4,32,0.3109,0.21628,7.4616,5.1907,52.231,36.335,226.96,157.89
aws,eu-south-2,Spain,r8i,x86(Intel),Intel Xeon 6 6985P-C,8,64,0.6218,0.43256,14.9232,10.3814,104.462,72.669,453.91,315.76
aws,eu-south-2,Spain,r8i,x86(Intel),Intel Xeon 6 6985P-C,16,128,1.2436,0.86511,29.8464,20.7627,208.925,145.339,907.83,631.53
aws,eu-south-2,Spain,r8i,x86(Intel),Intel Xeon 6 6985P-C,32,256,2.4872,1.73023,59.6928,41.5254,417.85,290.678,1815.66,1263.07
aws,eu-south-2,Spain,r8i,x86(Intel),Intel Xeon 6 6985P-C,48,384,3.7308,2.59534,89.5392,62.2881,626.774,436.017,2723.48,1894.59
aws,eu-south-2,Spain,r8i,x86(Intel),Intel Xeon 6 6985P-C,64,512,4.9744,3.46045,119.3856,83.0509,835.699,581.356,3631.31,2526.13
aws,eu-south-2,Spain,r8i,x86(Intel),Intel Xeon 6 6985P-C,96,768,7.4616,5.19068,179.0784,124.5763,1253.549,872.034,5446.97,3789.2
aws,eu-south-2,Spain,r8i,x86(Intel),Intel Xeon 6 6985P-C,128,1024,9.9488,6.9209,238.7712,166.1017,1671.398,1162.712,7262.62,5052.26
aws,eu-south-2,Spain,r8i,x86(Intel),Intel Xeon 6 6985P-C,192,1536,14.9232,10.38136,358.1568,249.1526,2507.098,1744.068,10893.94,7578.39
aws,eu-south-2,Spain,r8i,x86(Intel),Intel Xeon 6 6985P-C,384,3072,29.8464,20.76271,716.3136,498.3051,5014.195,3488.136,21787.87,15156.78
aws,eu-west-1,Ireland,c6a,x86(AMD),AMD EPYC 7R13,2,4,0.08208,0.07979,1.9699,1.9148,13.789,13.404,59.92,58.25
aws,eu-west-1,Ireland,c6a,x86(AMD),AMD EPYC 7R13,4,8,0.16416,0.15957,3.9398,3.8297,27.579,26.808,119.84,116.49
aws,eu-west-1,Ireland,c6a,x86(AMD),AMD EPYC 7R13,8,16,0.32832,0.31914,7.8797,7.6595,55.158,53.617,239.67,232.97
aws,eu-west-1,Ireland,c6a,x86(AMD),AMD EPYC 7R13,16,32,0.65664,0.63829,15.7594,15.319,110.316,107.233,479.35,465.95
aws,eu-west-1,Ireland,c6a,x86(AMD),AMD EPYC 7R13,32,64,1.31328,1.27658,31.5187,30.6379,220.631,214.465,958.69,931.9
aws,eu-west-1,Ireland,c6a,x86(AMD),AMD EPYC 7R13,48,96,1.96992,1.91487,47.2781,45.9568,330.947,321.698,1438.04,1397.85
aws,eu-west-1,Ireland,c6a,x86(AMD),AMD EPYC 7R13,64,128,2.62656,2.55316,63.0374,61.2757,441.262,428.93,1917.39,1863.81
aws,eu-west-1,Ireland,c6a,x86(AMD),AMD EPYC 7R13,96,192,3.93984,3.82974,94.5562,91.9137,661.893,643.395,2876.08,2795.7
aws,eu-west-1,Ireland,c6a,x86(AMD),AMD EPYC 7R13,128,256,5.25312,5.10631,126.0749,122.5515,882.524,857.861,3834.78,3727.61
aws,eu-west-1,Ireland,c6a,x86(AMD),AMD EPYC 7R13,192,384,7.87968,7.65947,189.1123,183.8273,1323.786,1286.791,5752.17,5591.42
aws,eu-west-1,Ireland,c6g,ARM,AWS Graviton2,1,2,0.0365,0.0365,0.876,0.876,6.132,6.132,26.64,26.64
aws,eu-west-1,Ireland,c6g,ARM,AWS Graviton2,2,4,0.073,0.073,1.752,1.752,12.264,12.264,53.29,53.29
aws,eu-west-1,Ireland,c6g,ARM,AWS Graviton2,4,8,0.1459,0.1459,3.5016,3.5016,24.511,24.511,106.51,106.51
aws,eu-west-1,Ireland,c6g,ARM,AWS Graviton2,8,16,0.2918,0.2918,7.0032,7.0032,49.022,49.022,213.01,213.01
aws,eu-west-1,Ireland,c6g,ARM,AWS Graviton2,16,32,0.5837,0.5837,14.0088,14.0088,98.062,98.062,426.1,426.1
aws,eu-west-1,Ireland,c6g,ARM,AWS Graviton2,32,64,1.1674,1.1674,28.0176,28.0176,196.123,196.123,852.2,852.2
aws,eu-west-1,Ireland,c6g,ARM,AWS Graviton2,48,96,1.751,1.751,42.024,42.024,294.168,294.168,1278.23,1278.23
aws,eu-west-1,Ireland,c6g,ARM,AWS Graviton2,64,128,2.3347,2.3347,56.0328,56.0328,392.23,392.23,1704.33,1704.33
aws,eu-west-1,Ireland,c6i,x86(Intel),Intel Xeon Platinum 8375C,2,4,0.0912,0.0912,2.1888,2.1888,15.322,15.322,66.58,66.58
aws,eu-west-1,Ireland,c6i,x86(Intel),Intel Xeon Platinum 8375C,4,8,0.1824,0.1824,4.3776,4.3776,30.643,30.643,133.15,133.15
aws,eu-west-1,Ireland,c6i,x86(Intel),Intel Xeon Platinum 8375C,8,16,0.3648,0.3648,8.7552,8.7552,61.286,61.286,266.3,266.3
aws,eu-west-1,Ireland,c6i,x86(Intel),Intel Xeon Platinum 8375C,16,32,0.7296,0.7296,17.5104,17.5104,122.573,122.573,532.61,532.61
aws,eu-west-1,Ireland,c6i,x86(Intel),Intel Xeon Platinum 8375C,32,64,1.4592,1.4592,35.0208,35.0208,245.146,245.146,1065.22,1065.22
aws,eu-west-1,Ireland,c6i,x86(Intel),Intel Xeon Platinum 8375C,48,96,2.1888,2.1888,52.5312,52.5312,367.718,367.718,1597.82,1597.82
aws,eu-west-1,Ireland,c6i,x86(Intel),Intel Xeon Platinum 8375C,64,128,2.9184,2.9184,70.0416,70.0416,490.291,490.291,2130.43,2130.43
aws,eu-west-1,Ireland,c6i,x86(Intel),Intel Xeon Platinum 8375C,96,192,4.3776,4.3776,105.0624,105.0624,735.437,735.437,3195.65,3195.65
aws,eu-west-1,Ireland,c6i,x86(Intel),Intel Xeon Platinum 8375C,128,256,5.8368,5.8368,140.0832,140.0832,980.582,980.582,4260.86,4260.86
aws,eu-west-1,Ireland,c7a,x86(AMD),AMD EPYC 9R14,1,2,0.05506,0.02904,1.3214,0.6969,9.25,4.879,40.19,21.2
aws,eu-west-1,Ireland,c7a,x86(AMD),AMD EPYC 9R14,2,4,0.11012,0.05808,2.6429,1.3939,18.5,9.757,80.39,42.4
aws,eu-west-1,Ireland,c7a,x86(AMD),AMD EPYC 9R14,4,8,0.22024,0.11616,5.2858,2.7879,37.0,19.515,160.78,84.8
aws,eu-west-1,Ireland,c7a,x86(AMD),AMD EPYC 9R14,8,16,0.44048,0.23232,10.5715,5.5757,74.001,39.03,321.55,169.59
aws,eu-west-1,Ireland,c7a,x86(AMD),AMD EPYC 9R14,16,32,0.88096,0.46464,21.143,11.1514,148.001,78.06,643.1,339.19
aws,eu-west-1,Ireland,c7a,x86(AMD),AMD EPYC 9R14,32,64,1.76192,0.92928,42.2861,22.3028,296.003,156.12,1286.2,678.38
aws,eu-west-1,Ireland,c7a,x86(AMD),AMD EPYC 9R14,48,96,2.64288,1.39392,63.4291,33.4542,444.004,234.179,1929.3,1017.56
aws,eu-west-1,Ireland,c7a,x86(AMD),AMD EPYC 9R14,64,128,3.52384,1.85857,84.5722,44.6056,592.005,312.239,2572.4,1356.75
aws,eu-west-1,Ireland,c7a,x86(AMD),AMD EPYC 9R14,96,192,5.28576,2.78785,126.8582,66.9083,888.008,468.359,3858.6,2035.13
aws,eu-west-1,Ireland,c7a,x86(AMD),AMD EPYC 9R14,128,256,7.04768,3.71713,169.1443,89.2111,1184.01,624.478,5144.81,2713.51
aws,eu-west-1,Ireland,c7a,x86(AMD),AMD EPYC 9R14,192,384,10.57152,5.5757,253.7165,133.8167,1776.015,936.717,7717.21,4070.26
aws,eu-west-1,Ireland,c7g,ARM,AWS Graviton3,1,2,0.0388,0.02676,0.9312,0.6422,6.518,4.495,28.32,19.53
aws,eu-west-1,Ireland,c7g,ARM,AWS Graviton3,2,4,0.0775,0.05345,1.86,1.2828,13.02,8.979,56.58,39.02
aws,eu-west-1,Ireland,c7g,ARM,AWS Graviton3,4,8,0.155,0.1069,3.72,2.5655,26.04,17.959,113.15,78.03
aws,eu-west-1,Ireland,c7g,ARM,AWS Graviton3,8,16,0.3101,0.21386,7.4424,5.1327,52.097,35.929,226.37,156.12
aws,eu-west-1,Ireland,c7g,ARM,AWS Graviton3,16,32,0.6202,0.42772,14.8848,10.2654,104.194,71.858,452.75,312.24
aws,eu-west-1,Ireland,c7g,ARM,AWS Graviton3,32,64,1.2403,0.85538,29.7672,20.5291,208.37,143.703,905.42,624.43
aws,eu-west-1,Ireland,c7g,ARM,AWS Graviton3,48,96,1.8605,1.2831,44.652,30.7945,312.564,215.561,1358.16,936.66
aws,eu-west-1,Ireland,c7g,ARM,AWS Graviton3,64,128,2.4806,1.71076,59.5344,41.0582,416.741,287.408,1810.84,1248.86
aws,eu-west-1,Ireland,c7i,x86(Intel),Intel Xeon Platinum 8488C,2,4,0.09576,0.08064,2.2982,1.9353,16.088,13.548,69.9,58.86
aws,eu-west-1,Ireland,c7i,x86(Intel),Intel Xeon Platinum 8488C,4,8,0.19152,0.16128,4.5965,3.8707,32.175,27.095,139.81,117.73
aws,eu-west-1,Ireland,c7i,x86(Intel),Intel Xeon Platinum 8488C,8,16,0.38304,0.32256,9.193,7.7415,64.351,54.19,279.62,235.47
aws,eu-west-1,Ireland,c7i,x86(Intel),Intel Xeon Platinum 8488C,16,32,0.76608,0.64512,18.3859,15.4829,128.701,108.38,559.24,470.94
aws,eu-west-1,Ireland,c7i,x86(Intel),Intel Xeon Platinum 8488C,32,64,1.53216,1.29024,36.7718,30.9657,257.403,216.76,1118.48,941.88
aws,eu-west-1,Ireland,c7i,x86(Intel),Intel Xeon Platinum 8488C,48,96,2.29824,1.93536,55.1578,46.4487,386.104,325.14,1677.72,1412.82
aws,eu-west-1,Ireland,c7i,x86(Intel),Intel Xeon Platinum 8488C,64,128,3.06432,2.58048,73.5437,61.9315,514.806,433.521,2236.95,1883.75
aws,eu-west-1,Ireland,c7i,x86(Intel),Intel Xeon Platinum 8488C,96,192,4.59648,3.87072,110.3155,92.8973,772.209,650.281,3355.43,2825.63
aws,eu-west-1,Ireland,c7i,x86(Intel),Intel Xeon Platinum 8488C,192,384,9.19296,7.74144,220.631,185.7945,1544.417,1300.562,6710.86,5651.25
aws,eu-west-1,Ireland,c8a,x86(AMD),AMD EPYC 9R45,1,2,0.05782,0.02065,1.3877,0.4956,9.714,3.469,42.21,15.08
aws,eu-west-1,Ireland,c8a,x86(AMD),AMD EPYC 9R45,2,4,0.11563,0.0413,2.7751,0.9911,19.426,6.938,84.41,30.15
aws,eu-west-1,Ireland,c8a,x86(AMD),AMD EPYC 9R45,4,8,0.23126,0.08259,5.5502,1.9822,38.852,13.876,168.82,60.29
aws,eu-west-1,Ireland,c8a,x86(AMD),AMD EPYC 9R45,8,16,0.46252,0.16519,11.1005,3.9645,77.703,27.751,337.64,120.59
aws,eu-west-1,Ireland,c8a,x86(AMD),AMD EPYC 9R45,16,32,0.92504,0.33037,22.201,7.9289,155.407,55.503,675.28,241.17
aws,eu-west-1,Ireland,c8a,x86(AMD),AMD EPYC 9R45,32,64,1.85008,0.66074,44.4019,15.8578,310.813,111.005,1350.56,482.34
aws,eu-west-1,Ireland,c8a,x86(AMD),AMD EPYC 9R45,48,96,2.77512,0.99111,66.6029,23.7868,466.22,166.507,2025.84,723.51
aws,eu-west-1,Ireland,c8a,x86(AMD),AMD EPYC 9R45,64,128,3.70016,1.32149,88.8038,31.7156,621.627,222.01,2701.12,964.69
aws,eu-west-1,Ireland,c8a,x86(AMD),AMD EPYC 9R45,96,192,5.55024,1.98223,133.2058,47.5735,932.44,333.014,4051.68,1447.03
aws,eu-west-1,Ireland,c8a,x86(AMD),AMD EPYC 9R45,192,384,11.10048,3.96446,266.4115,95.147,1864.881,666.029,8103.35,2894.05
aws,eu-west-1,Ireland,c8g,ARM,AWS Graviton4,1,2,0.04264,0.02369,1.0234,0.5686,7.164,3.98,31.13,17.29
aws,eu-west-1,Ireland,c8g,ARM,AWS Graviton4,2,4,0.08528,0.04738,2.0467,1.1371,14.327,7.959,62.25,34.58
aws,eu-west-1,Ireland,c8g,ARM,AWS Graviton4,4,8,0.17056,0.09476,4.0934,2.2741,28.654,15.919,124.51,69.17
aws,eu-west-1,Ireland,c8g,ARM,AWS Graviton4,8,16,0.34112,0.18951,8.1869,4.5483,57.308,31.838,249.02,138.34
aws,eu-west-1,Ireland,c8g,ARM,AWS Graviton4,16,32,0.68224,0.37902,16.3738,9.0966,114.616,63.676,498.04,276.69
aws,eu-west-1,Ireland,c8g,ARM,AWS Graviton4,32,64,1.36448,0.75804,32.7475,18.1931,229.233,127.352,996.07,553.37
aws,eu-west-1,Ireland,c8g,ARM,AWS Graviton4,48,96,2.04672,1.13707,49.1213,27.2896,343.849,191.027,1494.11,830.06
aws,eu-west-1,Ireland,c8g,ARM,AWS Graviton4,64,128,2.72896,1.51609,65.495,36.3861,458.465,254.703,1992.14,1106.74
aws,eu-west-1,Ireland,c8g,ARM,AWS Graviton4,96,192,4.09344,2.27413,98.2426,54.5792,687.698,382.054,2988.21,1660.12
aws,eu-west-1,Ireland,c8g,ARM,AWS Graviton4,192,384,8.18688,4.54827,196.4851,109.1584,1375.396,764.109,5976.42,3320.23
aws,eu-west-1,Ireland,c8i,x86(Intel),Intel Xeon 6 6975P-C,2,4,0.10055,0.06995,2.4132,1.6787,16.892,11.751,73.4,51.06
aws,eu-west-1,Ireland,c8i,x86(Intel),Intel Xeon 6 6975P-C,4,8,0.2011,0.1399,4.8264,3.3575,33.785,23.503,146.8,102.12
aws,eu-west-1,Ireland,c8i,x86(Intel),Intel Xeon 6 6975P-C,8,16,0.4022,0.27979,9.6528,6.715,67.57,47.005,293.61,204.25
aws,eu-west-1,Ireland,c8i,x86(Intel),Intel Xeon 6 6975P-C,16,32,0.8044,0.55958,19.3056,13.43,135.139,94.01,587.21,408.49
aws,eu-west-1,Ireland,c8i,x86(Intel),Intel Xeon 6 6975P-C,32,64,1.6088,1.11917,38.6112,26.86,270.278,188.019,1174.42,816.99
aws,eu-west-1,Ireland,c8i,x86(Intel),Intel Xeon 6 6975P-C,48,96,2.4132,1.67875,57.9168,40.2899,405.418,282.03,1761.64,1225.49
aws,eu-west-1,Ireland,c8i,x86(Intel),Intel Xeon 6 6975P-C,64,128,3.2176,2.23833,77.2224,53.7199,540.557,376.04,2348.85,1633.98
aws,eu-west-1,Ireland,c8i,x86(Intel),Intel Xeon 6 6975P-C,96,192,4.8264,3.3575,115.8336,80.5799,810.835,564.059,3523.27,2450.97
aws,eu-west-1,Ireland,c8i,x86(Intel),Intel Xeon 6 6975P-C,128,256,6.4352,4.47666,154.4448,107.4399,1081.114,752.079,4697.7,3267.97
aws,eu-west-1,Ireland,c8i,x86(Intel),Intel Xeon 6 6975P-C,192,384,9.6528,6.71499,231.6672,161.1598,1621.67,1128.118,7046.54,4901.94
aws,eu-west-1,Ireland,c8i,x86(Intel),Intel Xeon 6 6975P-C,384,768,19.3056,13.42998,463.3344,322.3196,3243.341,2256.237,14093.09,9803.89
aws,eu-west-1,Ireland,m6a,x86(AMD),AMD EPYC 7R13,2,8,0.0963,0.09361,2.3112,2.2466,16.178,15.726,70.3,68.34
aws,eu-west-1,Ireland,m6a,x86(AMD),AMD EPYC 7R13,4,16,0.1926,0.18722,4.6224,4.4932,32.357,31.453,140.6,136.67
aws,eu-west-1,Ireland,m6a,x86(AMD),AMD EPYC 7R13,8,32,0.3852,0.37443,9.2448,8.9864,64.714,62.905,281.2,273.34
aws,eu-west-1,Ireland,m6a,x86(AMD),AMD EPYC 7R13,16,64,0.7704,0.74887,18.4896,17.9729,129.427,125.81,562.39,546.67
aws,eu-west-1,Ireland,m6a,x86(AMD),AMD EPYC 7R13,32,128,1.5408,1.49774,36.9792,35.9458,258.854,251.62,1124.78,1093.35
aws,eu-west-1,Ireland,m6a,x86(AMD),AMD EPYC 7R13,48,192,2.3112,2.24661,55.4688,53.9186,388.282,377.431,1687.18,1640.03
aws,eu-west-1,Ireland,m6a,x86(AMD),AMD EPYC 7R13,64,256,3.0816,2.99548,73.9584,71.8915,517.709,503.241,2249.57,2186.7
aws,eu-west-1,Ireland,m6a,x86(AMD),AMD EPYC 7R13,96,384,4.6224,4.49322,110.9376,107.8373,776.563,754.861,3374.35,3280.05
aws,eu-west-1,Ireland,m6a,x86(AMD),AMD EPYC 7R13,128,512,6.1632,5.99096,147.9168,143.783,1035.418,1006.482,4499.14,4373.4
aws,eu-west-1,Ireland,m6a,x86(AMD),AMD EPYC 7R13,192,768,9.2448,8.98644,221.8752,215.6746,1553.126,1509.722,6748.7,6560.1
aws,eu-west-1,Ireland,m6g,ARM,AWS Graviton2,1,4,0.043,0.043,1.032,1.032,7.224,7.224,31.39,31.39
aws,eu-west-1,Ireland,m6g,ARM,AWS Graviton2,2,8,0.086,0.086,2.064,2.064,14.448,14.448,62.78,62.78
aws,eu-west-1,Ireland,m6g,ARM,AWS Graviton2,4,16,0.172,0.172,4.128,4.128,28.896,28.896,125.56,125.56
aws,eu-west-1,Ireland,m6g,ARM,AWS Graviton2,8,32,0.344,0.344,8.256,8.256,57.792,57.792,251.12,251.12
aws,eu-west-1,Ireland,m6g,ARM,AWS Graviton2,16,64,0.688,0.688,16.512,16.512,115.584,115.584,502.24,502.24
aws,eu-west-1,Ireland,m6g,ARM,AWS Graviton2,32,128,1.376,1.376,33.024,33.024,231.168,231.168,1004.48,1004.48
aws,eu-west-1,Ireland,m6g,ARM,AWS Graviton2,48,192,2.064,2.064,49.536,49.536,346.752,346.752,1506.72,1506.72
aws,eu-west-1,Ireland,m6g,ARM,AWS Graviton2,64,256,2.752,2.752,66.048,66.048,462.336,462.336,2008.96,2008.96
aws,eu-west-1,Ireland,m6i,x86(Intel),Intel Xeon Platinum 8375C,2,8,0.107,0.107,2.568,2.568,17.976,17.976,78.11,78.11
aws,eu-west-1,Ireland,m6i,x86(Intel),Intel Xeon Platinum 8375C,4,16,0.214,0.214,5.136,5.136,35.952,35.952,156.22,156.22
aws,eu-west-1,Ireland,m6i,x86(Intel),Intel Xeon Platinum 8375C,8,32,0.428,0.428,10.272,10.272,71.904,71.904,312.44,312.44
aws,eu-west-1,Ireland,m6i,x86(Intel),Intel Xeon Platinum 8375C,16,64,0.856,0.856,20.544,20.544,143.808,143.808,624.88,624.88
aws,eu-west-1,Ireland,m6i,x86(Intel),Intel Xeon Platinum 8375C,32,128,1.712,1.712,41.088,41.088,287.616,287.616,1249.76,1249.76
aws,eu-west-1,Ireland,m6i,x86(Intel),Intel Xeon Platinum 8375C,48,192,2.568,2.568,61.632,61.632,431.424,431.424,1874.64,1874.64
aws,eu-west-1,Ireland,m6i,x86(Intel),Intel Xeon Platinum 8375C,64,256,3.424,3.424,82.176,82.176,575.232,575.232,2499.52,2499.52
aws,eu-west-1,Ireland,m6i,x86(Intel),Intel Xeon Platinum 8375C,96,384,5.136,5.136,123.264,123.264,862.848,862.848,3749.28,3749.28
aws,eu-west-1,Ireland,m6i,x86(Intel),Intel Xeon Platinum 8375C,128,512,6.848,6.848,164.352,164.352,1150.464,1150.464,4999.04,4999.04
aws,eu-west-1,Ireland,m7a,x86(AMD),AMD EPYC 9R14,1,4,0.0646,0.03407,1.5504,0.8177,10.853,5.724,47.16,24.87
aws,eu-west-1,Ireland,m7a,x86(AMD),AMD EPYC 9R14,2,8,0.1292,0.06814,3.1008,1.6354,21.706,11.448,94.32,49.75
aws,eu-west-1,Ireland,m7a,x86(AMD),AMD EPYC 9R14,4,16,0.2584,0.13629,6.2016,3.2709,43.411,22.896,188.63,99.49
aws,eu-west-1,Ireland,m7a,x86(AMD),AMD EPYC 9R14,8,32,0.5168,0.27257,12.4032,6.5418,86.822,45.792,377.26,198.98
aws,eu-west-1,Ireland,m7a,x86(AMD),AMD EPYC 9R14,16,64,1.0336,0.54515,24.8064,13.0835,173.645,91.585,754.53,397.96
aws,eu-west-1,Ireland,m7a,x86(AMD),AMD EPYC 9R14,32,128,2.0672,1.0903,49.6128,26.1671,347.29,183.17,1509.06,795.92
aws,eu-west-1,Ireland,m7a,x86(AMD),AMD EPYC 9R14,48,192,3.1008,1.63544,74.4192,39.2506,520.934,274.754,2263.58,1193.87
aws,eu-west-1,Ireland,m7a,x86(AMD),AMD EPYC 9R14,64,256,4.1344,2.18059,99.2256,52.3342,694.579,366.339,3018.11,1591.83
aws,eu-west-1,Ireland,m7a,x86(AMD),AMD EPYC 9R14,96,384,6.2016,3.27089,148.8384,78.5013,1041.869,549.509,4527.17,2387.75
aws,eu-west-1,Ireland,m7a,x86(AMD),AMD EPYC 9R14,128,512,8.2688,4.36118,198.4512,104.6684,1389.158,732.678,6036.22,3183.66
aws,eu-west-1,Ireland,m7a,x86(AMD),AMD EPYC 9R14,192,768,12.4032,6.54177,297.6768,157.0025,2083.738,1099.018,9054.34,4775.5
aws,eu-west-1,Ireland,m7g,ARM,AWS Graviton3,1,4,0.0455,0.03138,1.092,0.7531,7.644,5.272,33.21,22.9
aws,eu-west-1,Ireland,m7g,ARM,AWS Graviton3,2,8,0.091,0.06276,2.184,1.5062,15.288,10.543,66.43,45.81
aws,eu-west-1,Ireland,m7g,ARM,AWS Graviton3,4,16,0.1819,0.12545,4.3656,3.0108,30.559,21.075,132.79,91.58
aws,eu-west-1,Ireland,m7g,ARM,AWS Graviton3,8,32,0.3638,0.2509,8.7312,6.0215,61.118,42.15,265.57,183.15
aws,eu-west-1,Ireland,m7g,ARM,AWS Graviton3,16,64,0.7276,0.50179,17.4624,12.043,122.237,84.301,531.15,366.31
aws,eu-west-1,Ireland,m7g,ARM,AWS Graviton3,32,128,1.4552,1.00359,34.9248,24.0861,244.474,168.603,1062.3,732.62
aws,eu-west-1,Ireland,m7g,ARM,AWS Graviton3,48,192,2.1828,1.50538,52.3872,36.1291,366.71,252.903,1593.44,1098.92
aws,eu-west-1,Ireland,m7g,ARM,AWS Graviton3,64,256,2.9104,2.00717,69.8496,48.1721,488.947,337.205,2124.59,1465.23
aws,eu-west-1,Ireland,m7i,x86(Intel),Intel Xeon Platinum 8488C,2,8,0.11235,0.09461,2.6964,2.2707,18.875,15.895,82.02,69.07
aws,eu-west-1,Ireland,m7i,x86(Intel),Intel Xeon Platinum 8488C,4,16,0.2247,0.18922,5.3928,4.5413,37.75,31.789,164.03,138.13
aws,eu-west-1,Ireland,m7i,x86(Intel),Intel Xeon Platinum 8488C,8,32,0.4494,0.37844,10.7856,9.0826,75.499,63.578,328.06,276.26
aws,eu-west-1,Ireland,m7i,x86(Intel),Intel Xeon Platinum 8488C,16,64,0.8988,0.75688,21.5712,18.1652,150.998,127.156,656.12,552.52
aws,eu-west-1,Ireland,m7i,x86(Intel),Intel Xeon Platinum 8488C,32,128,1.7976,1.51377,43.1424,36.3304,301.997,254.313,1312.25,1105.05
aws,eu-west-1,Ireland,m7i,x86(Intel),Intel Xeon Platinum 8488C,48,192,2.6964,2.27065,64.7136,54.4957,452.995,381.469,1968.37,1657.57
aws,eu-west-1,Ireland,m7i,x86(Intel),Intel Xeon Platinum 8488C,64,256,3.5952,3.02754,86.2848,72.6609,603.994,508.627,2624.5,2210.11
aws,eu-west-1,Ireland,m7i,x86(Intel),Intel Xeon Platinum 8488C,96,384,5.3928,4.54131,129.4272,108.9913,905.99,762.939,3936.74,3315.15
aws,eu-west-1,Ireland,m7i,x86(Intel),Intel Xeon Platinum 8488C,192,768,10.7856,9.08261,258.8544,217.9827,1811.981,1525.879,7873.49,6630.31
aws,eu-west-1,Ireland,m8a,x86(AMD),AMD EPYC 9R45,1,4,0.06783,0.02423,1.6279,0.5814,11.395,4.07,49.52,17.69
aws,eu-west-1,Ireland,m8a,x86(AMD),AMD EPYC 9R45,2,8,0.13566,0.04845,3.2558,1.1628,22.791,8.14,99.03,35.37
aws,eu-west-1,Ireland,m8a,x86(AMD),AMD EPYC 9R45,4,16,0.27132,0.0969,6.5117,2.3256,45.582,16.279,198.06,70.74
aws,eu-west-1,Ireland,m8a,x86(AMD),AMD EPYC 9R45,8,32,0.54264,0.1938,13.0234,4.6512,91.164,32.559,396.13,141.48
aws,eu-west-1,Ireland,m8a,x86(AMD),AMD EPYC 9R45,16,64,1.08528,0.3876,26.0467,9.3024,182.327,65.117,792.25,282.95
aws,eu-west-1,Ireland,m8a,x86(AMD),AMD EPYC 9R45,32,128,2.17056,0.7752,52.0934,18.6048,364.654,130.234,1584.51,565.9
aws,eu-west-1,Ireland,m8a,x86(AMD),AMD EPYC 9R45,48,192,3.25584,1.1628,78.1402,27.9072,546.981,195.35,2376.76,848.84
aws,eu-west-1,Ireland,m8a,x86(AMD),AMD EPYC 9R45,64,256,4.34112,1.5504,104.1869,37.2096,729.308,260.467,3169.02,1131.79
aws,eu-west-1,Ireland,m8a,x86(AMD),AMD EPYC 9R45,96,384,6.51168,2.3256,156.2803,55.8144,1093.962,390.701,4753.53,1697.69
aws,eu-west-1,Ireland,m8a,x86(AMD),AMD EPYC 9R45,192,768,13.02336,4.6512,312.5606,111.6288,2187.924,781.401,9507.05,3395.38
aws,eu-west-1,Ireland,m8g,ARM,AWS Graviton4,1,4,0.05002,0.02779,1.2005,0.6669,8.403,4.668,36.51,20.28
aws,eu-west-1,Ireland,m8g,ARM,AWS Graviton4,2,8,0.10004,0.05558,2.401,1.3339,16.807,9.337,73.03,40.57
aws,eu-west-1,Ireland,m8g,ARM,AWS Graviton4,4,16,0.20008,0.11116,4.8019,2.6677,33.613,18.674,146.06,81.14
aws,eu-west-1,Ireland,m8g,ARM,AWS Graviton4,8,32,0.40016,0.22231,9.6038,5.3354,67.227,37.348,292.12,162.29
aws,eu-west-1,Ireland,m8g,ARM,AWS Graviton4,16,64,0.80032,0.44462,19.2077,10.6709,134.454,74.697,584.23,324.57
aws,eu-west-1,Ireland,m8g,ARM,AWS Graviton4,32,128,1.60064,0.88924,38.4154,21.3419,268.908,149.393,1168.47,649.15
aws,eu-west-1,Ireland,m8g,ARM,AWS Graviton4,48,192,2.40096,1.33387,57.623,32.0128,403.361,224.089,1752.7,973.72
aws,eu-west-1,Ireland,m8g,ARM,AWS Graviton4,64,256,3.20128,1.77849,76.8307,42.6837,537.815,298.786,2336.93,1298.29
aws,eu-west-1,Ireland,m8g,ARM,AWS Graviton4,96,384,4.80192,2.66773,115.2461,64.0256,806.723,448.179,3505.4,1947.44
aws,eu-west-1,Ireland,m8g,ARM,AWS Graviton4,192,768,9.60384,5.33547,230.4922,128.0512,1613.445,896.358,7010.8,3894.89
