provider,region,country,family,architecture,processor,vCPU,ram(GB),price($/h),N-price($/h),daily_price,N-daily_price,weekly_price,N-weekly_price,monthly_price,N-monthly_price
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,4,32,0.124,0.0778,2.98,1.8698,20.83,13.07,90.52,56.8
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,4,64,0.188,0.11796,4.51,2.8298,31.58,19.815,137.24,86.11
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,8,16,0.152,0.09537,3.65,2.2902,25.54,16.025,110.96,69.62
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,8,32,0.184,0.11545,4.42,2.7733,30.91,19.395,134.32,84.28
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,8,64,0.248,0.15561,5.95,3.7333,41.66,26.14,181.04,113.59
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,8,128,0.376,0.23592,9.02,5.6596,63.17,39.636,274.48,172.22
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,16,32,0.304,0.19075,7.3,4.5804,51.07,32.044,221.92,139.24
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,16,64,0.368,0.2309,8.83,5.5404,61.82,38.789,268.64,168.56
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Singapore,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Indonesia,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Canada,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Sweden,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,France,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,India,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Malaysia,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Germany,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,United States,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,South Africa,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,United Kingdom,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Australia,E6,x86(AMD),AMD EPYC 9J45,16,128,0.496,0.31122,11.9,7.4667,83.33,52.285,362.08,227.19
oci,global,Switzerland,E6,x86(AMD),AMD EPYC 9J45,16,256,0.752,0.47184,18.05,11.3255,126.34,79.272,548.96,344.45
oci,global,Israel,E6,x86(AMD),AMD EPYC 9J45,16,256,0.752,0.47184,18.05,11.3255,126.34,79.272,548.96,344.45
oci,global,United Arab Emirates,E6,x86(AMD),AMD EPYC 9J45,16,256,0.752,0.47184,18.05,11.3255,126.34,79.272,548.96,344.45
oci,global,Japan,E6,x86(AMD),AMD EPYC 9J45,16,256,0.752,0.47184,18.05,11.3255,126.34,79.272,548.96,344.45
oci,global,Spain,E6,x86(AMD),AMD EPYC 9J45,16,256,0.752,0.47184,18.05,11.3255,126.34,79.272,548.96,344.45
oci,global,Mexico,E6,x86(AMD),AMD EPYC 9J45,16,256,0.752,0.47184,18.05,11.3255,126.34,79.272,548.96,344.45
oci,global,South Korea,E6,x86(AMD),AMD EPYC 9J45,16,256,0.752,0.47184,18.05,11.3255,126.34,79.272,548.96,344.45
oci,global,Italy,E6,x86(AMD),AMD EPYC 9J45,16,256,0.752,0.47184,18.05,11.3255,126.34,79.272,548.96,344.45
oci,global,Ireland,E6,x86(AMD),AMD EPYC 9J45,16,256,0.752,0.47184,18.05,11.3255,126.34,79.272,548.96,344.45
oci,global,Brazil,E6,x86(AMD),AMD EPYC 9J45,16,256,0.752,0.47184,18.05,11.3255,126.34,79.272,548.96,344.45
